video_id,title,description,tags,published_at,channel_id,channel_title,category_id,duration,definition,viewCount,likeCount,commentCount
hU4eMj23Aa8,Katerine - Ayo Technology,http://www.youtube.com/user/umcmymusic - Subskrybuj kanał Youtube wytwórni My Music,"[""usher"", ""baths"", ""right"", ""Ayo"", ""nelly"", ""cent"", ""Katerine"", ""around"", ""remix"", ""goes around"", ""ciara"", ""video clip"", ""goes"", ""featuring"", ""music"", ""madonna"", ""value"", ""timberlake"", ""Dancing"", ""Clip"", ""All"", ""comes"", ""say"", ""magic"", ""nelly furtado"", ""justin"", ""shock"", ""feat"", ""mobile"", ""minutes"", ""Best"", ""beds baths"", ""beds"", ""say right"", ""furtado"", ""Technology"", ""Artist"", ""charts"", ""future"", ""timberland"", ""timbaland""]",2009-03-30T14:05:42Z,UCHeo8472OnB2poQyPvcBx9g,MyMusic,10,PT3M39S,hd,20436855,78266,4693
RWbvNuEwXVc,This is NOT a smartphone🤔#tech,This device looks like a smartphone but is actually a remote for the XREAL air 2 pro AR glasses! The XREAL beam pro and air 2 pro are known as one of the best AR glasses let's see if that is true.,"[""smartphone"", ""smartphone review"", ""xreal beam pro"", ""xreal air 2 pro"", ""xreal beam pro and air 2 pro review"", ""xreal air 2 pro and beam pro"", ""xreal air 2 pro review"", ""xreal beam pro review"", ""air 2 pro"", ""xreal ar glasses"", ""ar glasses"", ""xreal"", ""3d ar glasses""]",2024-08-25T15:29:58Z,UCPMIXPIhGp2WJzocPRQiM1w,JMTech,28,PT35S,hd,10859659,460070,1490
b2_rzbGibpo,₹4000000 का Apple Vs Super Clean #shorts  #gadgets,"2000rs. Apple cloth vs 100rs. super clean jelly comparison #techmaster #apple #smartphone 
SUBSCRIBE THE CHANNEL FOR MORE VIDEOS

 DON'T FORGET LIKE COMMENT & SHARE

instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAk","[""youtube shorts"", ""youtube shorts video"", ""best shorts"", ""#shorts"", ""shorts"", ""apple iphone #shorts"", ""apple #shorts"", ""dance short video"", ""super cleaner"", ""gadgets #short"", ""shorts video"", ""comparison"", ""smartphone short video""]",2024-03-12T14:15:02Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT58S,hd,19136875,732969,6029
4b84ZW4A3bc,The Last Best Technology That Ruined My Life 💀,"Disclaimer: This video uses edited clips from a source, which I’ve credited below. If you’re the creator of any clip and have concerns, please contact me, and I will remove the content upon request.

This video is for entertainment and educational purposes only and is not intended to misrepresent or cause harm.

Clips Source:
-
#edit #viralvideo #troll #usa #newyork #bestvideo #technology","[""Troll Face remix"", ""Troll Face reaction"", ""Troll Face animation"", ""Troll Face sound effect"", ""Troll Face green screen"", ""Troll Face compilation"", ""Troll Face transition"", ""Troll Face funny moments"", ""Troll Face viral video"", ""Troll Face edit"", ""CapCut Troll Face"", ""Troll Face trend"", ""Troll Face meme"", ""Troll Face template"", ""Funny Troll Face videos"", ""Troll Face montage"", ""Troll Face CapCut template"", ""Troll Face TikTok trend"", ""Troll Face video editing"", ""MrBeast"", ""T-Series"", ""Cocomelon"", ""memes""]",2025-04-24T07:55:00Z,UC5ael8EvEzSNjcYe-3PL9xw,BTX TROLL,22,PT46S,hd,2005620,28245,106
ahU946l6ZLw,4 Unknown Tech Facts,Share with your friends!,"[""tech facts"", ""facts"", ""random facts"", ""amazing facts"", ""interesting facts"", ""tech facts in hindi"", ""science facts"", ""technology facts"", ""tech"", ""tech facts in telugu"", ""facts about technology"", ""top tech facts"", ""tech facts 2021"", ""tech facts today"", ""tech facts daily"", ""tech facts hindi""]",2021-11-02T05:00:01Z,UCoL68NLLSUQqEDwMZPvrdEg,TechBurner Shorts,28,PT53S,hd,20035869,1429869,930
HFYWHeBhYbM,VHS-C: when a lazy idea stumbles towards perfection,"Never underestimate the usefulness of compatibility.
Links 'n' stuff
Technology Connextras (the second channel where I put stuff sometimes)
https://www.youtube.com/@TechnologyConnextras

Technology Connections on Bluesky:
https://bsky.app/profile/techconnectify.bsky.social

Technology Connections on Mastodon:
https://mas.to/@TechConnectify

Have you ever noticed that I've never done that whole influencer thing? That's all thanks to people like you! Viewer support through Patreon keeps this channel independent and possible. If you'd like to join the amazing folks who fund my work, check out the link below. There's some exciting stuff coming soon! And thank you!
https://www.patreon.com/technologyconnections",[],2025-08-13T17:38:13Z,UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections,28,PT32M37S,hd,308896,25197,2718
9Ztsy5EC6vk,Technologiya Bike 💀🏍️|#technologiya  #trolledit #sigmaboy,Technologiya Bike 💀🏍️|#technologiya  #trolledit #sigmaboy @jps7r,"[""Technologiya Bike""]",2025-07-05T11:05:10Z,UCGkM4D7dYQNlWO0ZZV9i-9w,JPS7R,24,PT14S,hd,14420619,,87
T-F-vVNVQ50,Coolest New Technologies of 2025,"Coolest DIY Videos ► @YouBuildDIY 
This year’s tech unveils are redefining what’s possible, blending creativity and innovation to transform the way we live, work, and play. Get ready to explore gadgets that feel like they’ve stepped straight out of the future.

You may also like:
Coolest Gadgets You Can Actually Buy: https://youtu.be/yY0zVvcdPdY
Gadgets You’ll Absolutely Want to Own: https://youtu.be/hZ74-F8nBOg

0:00 Intro
0:13 Swippitt: https://www.swippitt.com/products/swippitt-system
1:05 SwitchBot K20 Plus Pro: http://shrsl.com/4tfeq 
2:00 eufy Robot Vacuum 3-in-1 E20: https://eufy-us.sjv.io/VxZPgE
2:27 Roborock Saros Z70: https://sovrn.co/1bnvuiq 
3:03 Dreame X50 Ultra: https://dreame.sjv.io/3JjmNB 
3:28 Samsung Stretchable Display: https://howl.link/kvyeakyo49xl9 (homepage)
3:59 Samsung Slidable Flex Duet: https://howl.link/kvyeakyo49xl9 (homepage)
4:11 Lenovo ThinkBook Plus Gen 6: https://howl.link/p4rirnolcb4no 
4:50 Halliday Glasses: https://hallidayglobal.com
5:50 Aurzen ZIP Tri-Fold Projector: https://www.kickstarter.com/projects/aurzenzip/aurzen-zip-tri-fold-projector 
6:44 Lymow One lawnmower: https://www.kickstarter.com/projects/lymowone/lymow-one-boundary-free-robot-mower-for-any-terrain-and-size
7:35 DUNGEONS & DRAGONS Pinball Game: https://sternpinball.com/game/dungeons-dragons/
8:30 Razer Project Arielle chair: https://sovrn.co/1di0gkc 
8:56 Plantaform Smart Indoor Garden: https://amzn.to/4ar3eFt 
9:55 LeafyPod: https://www.leafypod.one
10:38 Ohsnap Mcon mobile controller: https://www.kickstarter.com/projects/ohsnapofficial/mcon-the-switchblade-of-mobile-controllers-by-ohsnap
11:37 EcoFlow Power Hat: https://amzn.to/40hoskC http://shrsl.com/4tffe 
12:09 Godox MA5R mobile light: https://geni.us/GodoxMA5R 
12:59 Omi AI assistant: https://www.omi.me/
13:59 Withings Omnia: https://sovrn.co/19tycxi 
14:40 LiberLive C1 smart guitar: https://liberlive.com?utm_source=affiliate&utm_medium=kol&sca_ref=7918345.z6nZQA1JHGBRcm&sca_source=483
15:25 Chamelo Shield: https://www.chamelo.com/products/shield-fire-lenses-sports-smart-glasses-electrochromic-tint-adjustable-changing-sunglasses 

🔥 Follow Us In Social Media 👇
FACEBOOK: https://www.facebook.com/youfacttech
INSTAGRAM: https://www.instagram.com/youfacttech
TIKTOK: https://www.tiktok.com/@youfactech

As an Amazon Associate I earn from qualifying purchases. When you click on links to various merchants on this channel and make a purchase, this can result in this channel earning a commission. Affiliate programs and affiliations include, but are not limited to, the eBay Partner Network.

#gadgets #cooltech","[""you fact tech"", ""you fact"", ""ufact"", ""gadgets"", ""technologies"", ""CES 2025"", ""ai gadgets""]",2025-01-20T14:00:28Z,UCSWZxpzUTkriCZRe0Nl0UqA,YouFact Tech,28,PT16M16S,hd,948401,5786,308
CXJ5ZU7VVSc,Ancient Lighting Technology? #shorts #egypt #technology,The so-called “Dendera Lightbulbs”… is this depicting an ancient form of lighting technology as some theorize?,"[""Dendera"", ""Lightbulbs"", ""Lights"", ""Technology"", ""Electricity"", ""Ancient"", ""Egypt"", ""Egyptians"", ""Temple""]",2024-08-30T03:54:29Z,UCpiPhZVveHua0fcikxo8wmQ,Megalithic Marvels (Derek Olson),19,PT16S,hd,1184360,23469,1658
4qNVBYTGl9I,Ayo Technology,"Provided to YouTube by Universal Music Group

Ayo Technology · 50 Cent · Justin Timberlake

Best Of 50 Cent

℗ 2007 Shady Records/Aftermath Records/Interscope Records

Released on: 2017-03-31

Producer: Timbaland
Co- Producer, Producer: Danja
Recording Engineer, Studio Personnel, Mixer: Demacio ""Demo"" Castellon
Studio Personnel, Recording Engineer: Ian Stewart
Studio Personnel, Recording Engineer: Gary Hadfield
Assistant Mixer, Studio Personnel: Seamus Tyson
Composer Lyricist: Curtis Jackson
Composer Lyricist: Timothy Mosley
Composer Lyricist: Justin Timberlake
Composer Lyricist: Floyd Nathaniel Hills

Auto-generated by YouTube.","[""50 Cent"", ""\u30d5\u30a3\u30d5\u30c6\u30a3\u30bb\u30f3\u30c8"", ""50\u30bb\u30f3\u30c8"", ""Justin Timberlake"", ""\u30b8\u30e3\u30b9\u30c6\u30a3\u30f3\u30c6\u30a3\u30f3\u30d0\u30fc\u30ec\u30a4\u30af"", ""\u30b8\u30e3\u30b9\u30c6\u30a3\u30f3\u30fb\u30c6\u30a3\u30f3\u30d0\u30fc\u30ec\u30a4\u30af"", ""Best Of 50 Cent"", ""Ayo Technology""]",2019-01-09T06:45:39Z,UCOcnYBwT1jb6EHlS0cwhNkA,50 Cent - Topic,10,PT4M8S,hd,978339,10920,82
yOdTslFmmoA,Playing With Technology 😱 #science #technology #viralvideo,,[],2024-09-06T16:02:44Z,UC7-PWJBq7yiStftsUqVsSqw,YeFacts,27,PT22S,hd,6391077,162583,1201
G5IrhtQ5Sds,trend of reel-🤣👈😲  technology 😁  #minivlog #viralvideo #facts #funny #technology #shortvideo,,[],2025-03-29T17:14:10Z,UC9MNtiq6SDJKL6Ssip0pi4Q,Ajju_vlogs🫵💕,22,PT11S,hd,2921272,19311,64
X6Ov5bo16wc,How microchips are made,"Curious about what makes your devices so smart? 🤔 Our Founder, Graham, who is a microchip engineer, describes how engineers turn silicon into powerful microchips! From cleanrooms to lasers and tiny circuits, discover the magic of tech creation. We hope to ignite a love for STEM and engineering in both parents and kids alike! 🚀💡 

#STEMKids #FutureEngineers
#STEM #Engineering #Science #Microchips #TechMagic #FutureInventors #LearnWithSTEM #CircuitDesign #science",[],2024-11-03T00:08:23Z,UCkhw0cDYnJPViJemGGJrOkg,Discoverling,28,PT56S,hd,1341748,91915,646
bukk_V-EDYg,viral new technology money bike shorts #experiment #bikelover #bikeride #juice #trendingshorts #new,"viral new technology money bike shorts #experiment #bikelover #bikeride #juice #trendingshorts #new

money bike shorts 
bike new technology 
bike new hidden feature 
juice hack tricks shorts 
cold drink bike rider hack tricks 
bike experiment shorts 
bike lovers new technology 
viral video Indian bike 

#experiment #technology #youtubeshorts #bikeride #bikelover #hack #bikeshorts #motorbike","[""bike experiment"", ""bike shorts"", ""shorts bike"", ""new hack bike"", ""bike new feature"", ""money bike"", ""bike rider technology"", ""bike lovers"", ""motorcycle shorts"", ""YouTube shorts"", ""new short"", ""viral bike"", ""viral shorts"", ""new"", ""bike""]",2025-03-18T16:09:34Z,UCakSAR_crAk4P5DT6FsovwQ,mcm sanjay,22,PT22S,hd,10143734,74291,101
OhbphOxQ7ew,How Neuralink chip work in first person ?,"Elon Musk installed Neuralink chip in the first man,

@neuralink @elonmusk","[""shorts"", ""Elon musk"", ""neuralink"", ""how neuralink chip work"", ""first person"", ""Facts"", ""viral video"", ""akash Parihar"", ""a2motivation""]",2024-07-02T00:42:51Z,UC9Iqczs-U5nhOFsQ_n1bZmQ,Adhik Gyan,24,PT44S,hd,324126,7348,87
2c1LWI5mAI4,This is why japan technology advance #shorts,This is why japan technology advance #youtubeshorts #ytshorts #japanese,"[""This is why japan technology advance"", ""amazing facts about technology"", ""Japanese technology"", ""amazing facts"", ""unique techniques"", ""next level technology""]",2024-10-13T13:52:01Z,UCXbv3qLKS0B63kakKcc8E0g,FactsZilla,27,PT18S,hd,3727741,,43
12pGrEG30f8,Viral Haha Technology  and Technologia and tecnologia,#technologia #technológia #viralvideo #viralshorts. #tecnologia,[],2025-03-27T20:08:18Z,UCrltYZ4idW4o8NEqjtK5Xww,Beastly Dimensions,24,PT8S,hd,681808,3783,43
yi3HfhbmZH8,Flywheel Free Energy?! #technology #fake #funny,"THERE IS NO FREE ENERGY!
THERE IS NO FREE ENERGY!!
THERE IS NO FREE ENERGY!!!
THERE IS NO FREE ENERGY!!!!
THERE IS NO FREE ENERGY!!!!!
THERE IS NO FREE ENERGY!!!!!!
THERE IS NO FREE ENERGY!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!!!!!!
THERE IS NO FREE ENERGY!!!!!!!!!!!!!!!!",[],2024-07-28T16:39:34Z,UCJ0-OtVpF0wOKEqT2Z1HEtA,ElectroBOOM,28,PT39S,hd,29792627,1189149,8464
or7JOVi2vwU,Gaming technology is getting insane 💀🎮,,[],2024-10-01T05:24:11Z,UChEH_eKDZrOJjhcdzYjI4jA,BucketJosh,22,PT31S,hd,12463384,593751,6127
1MYFiWu-404,Technology ❌ Technologia ✅,,[],2025-06-07T18:54:30Z,UCS3Wkf4E8qFdFPX1coxNyAw,NoobMan,20,PT12S,hd,438315,5540,116
doJMDPCyl7A,respect 😱🔥 I non stop cycling #experiment #science #tiktok,,[],2024-04-13T13:47:23Z,UCB2VRihXTrkzL5ifI1BlPVw,Rishiexperiment_18,28,PT14S,hd,30349880,,1510
XeC8o_Fbl8E,technology 👌 Trending #technology   #funny #instagram,"technology 👌 Trending #technology   #funny #instagram



@हिसार_Roसर्विस 





technology, trending
future technology trends
future technology
trending technology
trending technologia
2025 technology trends
trending technologies in 2025
technology trends
trending technologies
top technology trends
top12 technology trends
emerging technology
china technology, 5g technology
technology trends mindmajix
biggest technology trends
technology trends for 2025
chinese technology
sustainable technology trends
web3 technology","[""technology"", ""trending"", ""future technology trends"", ""future technology"", ""trending technology"", ""trending technologia"", ""2025 technology trends"", ""trending technologies in 2025"", ""technology trends"", ""trending technologies"", ""top technology trends"", ""top12 technology trends"", ""emerging technology"", ""china technology"", ""5g technology"", ""technology trends mindmajix"", ""biggest technology trends"", ""technology trends for 2025"", ""chinese technology"", ""sustainable technology trends"", ""web3 technology""]",2025-05-14T05:35:16Z,UC_9nJDDnltlsZlI0HyrNeBA,Hisar Ro Service,22,PT18S,hd,35749804,298245,474
7bHs2SlUMNQ,automation solution for machine design #mechanical #machinedesign #mechanism #automation #technology,must-have mechanism for every machine designer #mechanism #machinedesign #mechanical #solidworks,"[""solidworks"", ""cad"", ""mechanism"", ""mechanisms"", ""industrial design"", ""industrial mechanism"", ""designer"", ""catia"", ""freelancer"", ""3d design"", ""3d modeling"", ""machine design"", ""machinery"", ""industrial machinery"", ""industrial machine"", ""business"", ""business ideas"", ""catia v5 tutorial"", ""solidworks drawing"", ""solidworks electrical"", ""solidworks tutorials"", ""mechanical engineering"", ""the mechanisms"", ""mechanical principles"", ""solidworks tutorial"", ""how to use solidworks"", ""automation"", ""mechanics"", ""automation solutions"", ""automation solidworks"", ""tech""]",2024-02-01T16:23:44Z,UC13L28DWv7ap1HL6ZG828Bg,makinerz,28,PT10S,hd,79889782,426823,982
fGSJHn5wnC8,Building Your Own Tech Brand from China's Electronics,"Hello, tech visionaries! 🌐 Have you ever imagined building your own brand straight from the bustling electronics market in China? Well, today is your lucky day! I've gathered some invaluable insights to help you embark on the journey of a lifetime. Let's dive in! 🚀""

China's electronics market is a treasure trove of possibilities! 🎮💡 Whether you're into smart devices, futuristic gizmos, or high-tech components, there's something for every aspiring entrepreneur.

Sourcing Strategies: Learn how to find the best suppliers for your unique product ideas.


Building Relationships: Uncover the importance of establishing strong connections with manufacturers for long-term success.

Building your brand in China requires a blend of strategy and innovation. I'll guide you through the essential steps to make your mark in the competitive world of tech entrepreneurship.

Picture this: you, at the forefront of the tech revolution! 😎 But, of course, every great journey comes with its share of challenges. Get ready for a rollercoaster of experiences, because building your brand is not just a business move; it's an adventure!

Feeling inspired? Hit that like button if you're ready to embark on your own tech adventure! 💪 Comment below with your thoughts and questions – I'm here to guide you every step of the way. And, of course, don't forget to subscribe for more insider tips on turning your tech dreams into reality. Let's make waves in the world of innovation together! 🔧✨


#TechEntrepreneurship #ChinaElectronicsMarket #BuildYourBrand #ElectronicsSourcing #InnovationJourney #ShortsTutorial #BrandCreationTips #GlobalEntrepreneur #DIYBrand #EntrepreneurshipGuide","[""TechEntrepreneurship"", ""ChinaElectronicsMarket"", ""BuildYourBrand"", ""ElectronicsSourcing"", ""InnovationJourney"", ""ShortsTutorial"", ""BrandCreationTips"", ""GlobalEntrepreneur"", ""DIYBrand"", ""EntrepreneurshipGuide""]",2023-12-06T08:34:08Z,UCPaf9OniHYTpjYPs3_K-B9w,Suprans,26,PT14S,hd,4831709,100555,1269
QEJpZjg8GuA,Algorithms are breaking how we think,"This surely won't make me seem like a crank.
Further watching:

@HGModernism on addiction to scrolling and the Skinner box mechanism:
https://www.youtube.com/watch?v=bNOol5OTasw
@acollierastro on the AI hype cycle and how professionals understand there's nothing new here
https://www.youtube.com/watch?v=rFGcqWbwvyc

Technology Connextras (the second channel where I put stuff sometimes)
https://www.youtube.com/@TechnologyConnextras

Technology Connections on Bluesky:
https://bsky.app/profile/techconnectify.bsky.social

Technology Connections on Mastodon:
https://mas.to/@TechConnectify

Have you ever noticed that I've never done that whole influencer thing? That's all thanks to people like you! Viewer support through Patreon keeps this channel independent and possible. It's how I can express my true thoughts on what YouTube's business daddy (and Silicon Valley at large) are up to. If you'd like to join the amazing folks who fund my work, check out the link below. And thank you!
https://www.patreon.com/technologyconnections",[],2025-02-22T17:04:13Z,UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections,28,PT37M52S,hd,2470695,204369,29159
xNU5QRra-3o,Technology ❌ Technologia ✅ #shorts #shortvideo #shortsfeed #technology #viralshort #funnyvideo #meme,"Technology ❌ Technologia ✅ #shorts #shortvideo #shortsfeed #technology #viralshort #funnyvideo #meme

Your Queries: fivengersteam001@gmail.com 

shorts,youtube shorts,shorts youtube,youtube short,youtube shorts video,#shorts

#youtubeshortscomedyvideo #youtubeshortscomedyshorts #youtubeshortscomedyvideokaisebanaye #youtubeshortscomedyvideoviralkaisekare #youtubeshortscomedyfunny #youtubeshortscomedybgm #youtubeshortscomedyvideoediting
#shorts 
#shortsfeed 
#shortvideos
#uttarpradesh","[""shorts"", ""shortsvideo"", ""shortsviral"", ""shortsindia"", ""ytshorts"", ""youtubeshorts"", ""youtube India"", ""technology"", ""fyp"", ""funny"", ""comedy"", ""memes"", ""viral"", ""uttar pradesh""]",2025-04-03T06:20:26Z,UCsBL0eE13BdFrVuc0-QmTzw,The Fivengers,23,PT44S,hd,2163093,25396,276
mChqRhQOvJ0,ATM bike new feature shorts #funny #youtubeshorts #hacker #bikeride #technology #experiment,"ATM bike new feature shorts #funny #youtubeshorts #hacker #bikeride #technology #experiment

bike new technology video
motorcycle new technology shorts 
ATM bike viral shorts 
viral bike new shorts 
bike hack technology videos
bike new feature video 

#youtubeshorts #hacker #experiment #comedy #bikelover #technology #viralshorts","[""bike technology"", ""bike video"", ""india bike"", ""bike experiment"", ""ATM bike"", ""motorcycle shorts"", ""bike tricks"", ""bike rider"", ""bike hack"", ""bike juice hack"", ""juice tricks"", ""money bike"", ""money new tricks"", ""bike shorts"", ""india new bike"", ""ATM technology"", ""bike ATM video""]",2025-04-13T16:35:44Z,UCakSAR_crAk4P5DT6FsovwQ,mcm sanjay,22,PT17S,hd,29772622,424638,662
tXZw97UlGpE,Generating electricity with a mini drone motor #tech #experiment #project,"Generating electricity with a small drone 
 motor #tech #experiment #project",[],2025-04-12T07:57:39Z,UCHg5YSsWMajbHHga3lcXywg,The magic project,28,PT9S,hd,462785,1838,10
9J4eS6I5_s0,"I spent $10,000 on Kickstarter Tech.","Spending far too much money on Kickstarter Tech Gadgets to find out if Kickstarter is good! Check out the Liene Sticker Printer: https://amzn.to/3EMKjtG. (Code: 15PIXCUT - 15% off!) @lienephotoprinter 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

For my tech hot takes: http://twitter.com/Mrwhosetheboss
For my Personal Posts: http://instagram.com/mrwhosetheboss
For quick tech videos: https://www.tiktok.com/@mrwhosetheboss
Does anyone still use this anymore?: https://facebook.com/mrwhosetheboss

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://amzn.to/3mFix9d
Amazon UK: https://amzn.to/3GMPPtM

My Browser: https://opr.as/Opera-browser-Mr-Whose-the-Boss 
My Filming Gear: https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT

#Liene #LienePixCutS1 #photostickerprinterandcutter","[""kickstarter"", ""tech"", ""gadgets"", ""internet"", ""best tech"", ""cool tech""]",2025-05-15T12:48:05Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT36M25S,hd,5970954,138278,4781
9ehLMlVTRJM,44 Reasons Why I Hate Tech,"Score great deals with NexiGo at https://www.nexigo.com/pages/prime-day-2025

I hate computers. I hate Nintendo Switch 2. I am angry about AMD, I'm angry and about windows, and Microsoft and backing stuff up. I'm disappointed with dbrand and their killswitch 2. I don't like discord anymore, it's more and more bloated. I don't need monitors, they disappoint me. Welcome to another big video of complaints.

Discuss on the forum: https://linustechtips.com/topic/1617892-44-reasons-why-i-hate-tech/

► GET OUR MERCH: https://lttstore.com
► GET EXCLUSIVE CONTENT ON FLOATPLANE: https://lmg.gg/lttfloatplane
► GET A VPN: http://www.piavpn.com/linus
► SPONSORS, AFFILIATES, AND PARTNERS: https://lmg.gg/partners

Purchases made through some store links may provide some compensation to Linus Media Group. Affiliate links powered in part by https://affilimate.com/

Linus Sebastian is an investor in Framework Computer, Inc

CHAPTERS
---------------------------------------------------
0:00 Intro  
0:47 Sponsor 
1:00 Motherboard toolless lies and PCIe lock pain  
2:52 DEALS DEALS DEALS
3:33 File management and fake backups  
7:35 Nintendo Switch 2 dock and accessory issues  
11:04 HDMI CEC, game pricing, and missing apps  
12:22 Display OSDs, barrel plugs, and port problems  
14:39 Discord frustrations and poor UX  
16:50 Wrapping up and final thoughts  
17:15 Sponsor
18:03 Credits","[""linus tech tips"", ""ltt"", ""tech rants"", ""tech gripes"", ""pc hardware"", ""microsoft one drive"", ""discord nitro"", ""hdmi cec"", ""usb c"", ""display port"", ""switch 2"", ""joy-con drift"", ""nintendo dock"", ""steam"", ""windows backup"", ""file sync"", ""pc building"", ""display settings"", ""kill switch 2"", ""tech annoyances"", ""linus rant""]",2025-07-16T17:08:55Z,UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,28,PT17M31S,hd,1265776,52099,4589
G4H0kwsuDKk,iPHONE 16E #samsung #smartphone #android #tech #apple #iphone #technology #technews #techtok,,[],2025-08-09T22:58:34Z,UCCiGY0qGJ6ArOh8FpwgmxJQ,ryan,22,PT55S,hd,82863,3866,132
2HXurvD-ljY,Why you SHOULDN’T build a mobile app 📱👩‍💻 #technology #programming #software #career #tech,,[],2022-04-27T17:30:44Z,UCWI-ohtRu8eEeDj93hmUsUQ,Coding with Lewis,28,PT38S,hd,2097758,63969,1453
qnj9_cA8Z-M,"Mark Zuckerberg says Meta's new holographic AR glasses are ""insane"" to make","Mark Zuckerberg showed off Meta’s Orion, a prototype he called “the most advanced glasses the world has ever seen.”

 #markzuckerberg #ar #ai #vr #artificialintelligence

Subscribe to Fortune - 
http://www.youtube.com/subscription_center?add_user=FortuneMagazineVideo

Fortune Magazine is a global leader in business journalism with 55 million monthly page views and a readership of nearly 32 million, with major franchises including the Fortune 500 and the Fortune 100 Best Companies to Work For. The new Fortune video channel dives into personal stories from business owners and entrepreneurs becoming successful in business and sharing their tips to help you reach your goals.

Website: http://fortune.com/
Facebook:  https://www.facebook.com/FortuneMagazine
Twitter: https://twitter.com/FortuneMagazine
TikTok: https://www.tiktok.com/@fortune","[""Journalism Franchise"", ""Fortune"", ""business"", ""wall street"", ""finance"", ""money"", ""news"", ""META"", ""Mark zuckerberg"", ""meta holographic AR glasses"", ""AI glasses""]",2024-09-28T14:00:48Z,UCP2gdh7HfjgCoi8lO50dA5w,Fortune Magazine,25,PT46S,hd,1938168,30084,1901
7w8jmw96ryA,1 month without US tech giants,"Get 40% off an annual Nebula subscription here: https://go.nebula.tv/techaltar

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  

►►► This video ◄◄◄  

Many are thinking abot switching from, or even boycotting Google, Microsoft, Apple & Co, so I tried using only European alternatives or open source software for a month. I tried a Linux laptop from Tuxedo, e/OS on a Fairphone 5, Nextcloud and more.

My setup instructions document: https://drive.proton.me/urls/NR710FE3MW#FgIAeN9UoR91

This video on Nebula: https://nebula.tv/videos/techaltar-1-month-without-us-tech-giants 

Nebula Bonus video: https://nebula.tv/videos/techaltar-which-alternatives-am-i-sticking-with

 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  

►►► TechAltar links ◄◄◄  

Patreon:  
https://patreon.com/TechAltar

Social media:  
https://mas.to/@techaltar
https://bsky.app/profile/techaltar.bsky.social
https://instagram.com/TechAltar 
https://discord.gg/npKQebe  

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬  

►►► Attributions & Sources ◄◄◄  

Channel Music by Edemski: https://soundcloud.com/edemski
Other music by Epidemic Sound: http://nebula.tv/epidemic

Stock assets: Getty, AP Archive, Reuters

0:00 Intro
0:51 Tuxedo laptop
4:30 Nextcloud
8:40 Other favorites
10:07 Fairphone & e/OS
14:22 Conclusion","[""techaltar"", ""the story behind"", ""the friday checkout"", ""friday checkout"", ""laptop"", ""fairphone"", ""fairphone 5"", ""eos"", ""e/os"", ""european alternatives"", ""european software"", ""open source"", ""american tech"", ""boycott"", ""tech giants"", ""google"", ""microsoft"", ""nextcloud"", ""next cloud"", ""murena"", ""proton"", ""proton mail"", ""proton drive"", ""tariffs"", ""trade war"", ""trump"", ""EU"", ""european union"", ""europe"", ""german"", ""dutch"", ""french"", ""US"", ""USA"", ""american""]",2025-05-04T11:16:39Z,UCtZO3K2p8mqFwiKWb9k7fXA,TechAltar,28,PT16M28S,hd,326698,14556,1362
wCjHZoo1Iz8,Cool Amazon tech gadgets,Amazon finds,"[""cool gadgets"", ""amazon gadgets"", ""gadgets"", ""cool tech"", ""amazon finds""]",2022-08-16T18:39:24Z,UCE-orYJxj0L2cYWbFVHPMPQ,Andrew Bond,20,PT13S,hd,1791740,33708,238
